,Achieve [LocalsWarnedWhenRiskImminent],Avoid [FalseWarning],Achieve [DepthAcquiredEvery5SecondsByRadar],,,,Maintain [AcquiredRadarDepthAccurate],,,,Achieve [SpeedAcquiredEvery5SecondsByUltrasound],,,,Maintain [UltrasoundSpeedAccurate],,,,Achieve [LocalsWarnedByPhoneWhenLevelsCritical],,,,Achieve [LevelsCriticalDetectedWhenDataAcquired],Achieve [SpeedAcquiredEvery10SecondsByUltrasound],,,,Achieve [SpeedAcquiredEvery5SecondsByCamera],Achieve [ImagesAcquiredEvery5Seconds],Achieve [TracersIdentified],Achieve [SpeedAcquiredFromTracers],Maintain [CameraSpeedAccurate],Achieve [LocalsWarnedBySMSWhenLevelsCritical],,,,locals_warned_by_email,,,
timestamp,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,cps,mean,lower,upper,cps,cps,cps,cps,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps
16:34:24.8610,0.7912,0.9643,0.8462,1.0000,0.6820,0.9231,0.5000,0.7593,0.2407,1.0000,0.7857,0.9656,0.6059,0.8571,0.6667,0.9823,0.3510,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:25.8601,0.7912,0.9643,0.8462,1.0000,0.6820,0.9231,0.5000,0.7593,0.2407,1.0000,0.7857,0.9656,0.6059,0.8571,0.6667,0.9823,0.3510,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:26.8641,0.7912,0.9643,0.8462,1.0000,0.6820,0.9231,0.5455,0.7917,0.2992,1.0000,0.7857,0.9656,0.6059,0.8571,0.6667,0.9823,0.3510,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:27.8659,0.7912,0.9643,0.8462,1.0000,0.6820,0.9231,0.5455,0.7917,0.2992,1.0000,0.7857,0.9656,0.6059,0.8571,0.5714,0.8782,0.2647,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:28.8661,0.7912,0.9643,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.7857,0.9656,0.6059,0.8571,0.5714,0.8782,0.2647,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:29.8679,0.8145,0.9643,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5714,0.8782,0.2647,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:30.8690,0.8145,0.9643,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5714,0.8782,0.2647,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:31.8698,0.8145,0.9643,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5714,0.8782,0.2647,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:32.8732,0.8145,0.9643,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5714,0.8782,0.2647,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:33.8765,0.8145,0.9643,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5714,0.8782,0.2647,0.9643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:34.8773,0.8145,0.9677,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5714,0.8782,0.2647,0.9677,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:35.8765,0.8145,0.9677,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5000,0.7899,0.2101,0.9677,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:36.8766,0.8145,0.9677,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5000,0.7899,0.2101,0.9677,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:37.8772,0.8145,0.9688,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8235,0.9752,0.6719,0.8824,0.5000,0.7899,0.2101,0.9688,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:38.8798,0.8145,0.9688,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.7778,0.9385,0.6171,0.8824,0.5000,0.7899,0.2101,0.9688,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:39.8797,0.8428,0.9688,0.8462,1.0000,0.6820,0.9231,0.5833,0.8167,0.3499,1.0000,0.8261,0.9557,0.6965,0.9130,0.5000,0.7899,0.2101,0.9688,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:40.8801,0.8462,0.9697,0.8462,1.0000,0.6820,0.9231,0.6429,0.8529,0.4328,1.0000,0.8261,0.9557,0.6965,0.9130,0.5000,0.7899,0.2101,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:41.8801,0.8462,0.9697,0.8462,1.0000,0.6820,0.9231,0.6429,0.8529,0.4328,1.0000,0.8333,0.9581,0.7086,0.9167,0.5000,0.7899,0.2101,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:42.8819,0.8462,0.9697,0.8462,1.0000,0.6820,0.9231,0.6429,0.8529,0.4328,1.0000,0.8333,0.9581,0.7086,0.9167,0.5000,0.7899,0.2101,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:43.8820,0.8462,0.9697,0.8462,1.0000,0.6820,0.9231,0.6429,0.8529,0.4328,1.0000,0.8333,0.9581,0.7086,0.9167,0.5000,0.7899,0.2101,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:44.8851,0.8462,0.9697,0.8462,1.0000,0.6820,0.9231,0.6429,0.8529,0.4328,1.0000,0.8333,0.9581,0.7086,0.9167,0.6000,0.8541,0.3459,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:45.8856,0.8462,0.8081,0.8462,1.0000,0.6820,0.9231,0.6429,0.8529,0.4328,0.8333,0.8333,0.9581,0.7086,0.9167,0.6000,0.8541,0.3459,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:46.8854,0.8462,0.8081,0.8462,1.0000,0.6820,0.9231,0.6000,0.8074,0.3926,0.8333,0.8333,0.9581,0.7086,0.9167,0.6000,0.8541,0.3459,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:47.8871,0.8462,0.8485,0.8462,1.0000,0.6820,0.9231,0.6000,0.8074,0.3926,0.8750,0.8333,0.9581,0.7086,0.9167,0.6000,0.8541,0.3459,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:48.8875,0.8462,0.8485,0.8462,1.0000,0.6820,0.9231,0.6000,0.8074,0.3926,0.8750,0.8333,0.9581,0.7086,0.9167,0.6000,0.8541,0.3459,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:49.8879,0.8462,0.8485,0.7857,0.9656,0.6059,0.9231,0.6000,0.8074,0.3926,0.8750,0.8333,0.9581,0.7086,0.9167,0.6000,0.8541,0.3459,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:50.8907,0.7857,0.8485,0.7333,0.9206,0.5461,0.8571,0.6000,0.8074,0.3926,0.8750,0.8333,0.9581,0.7086,0.9167,0.6364,0.8742,0.3985,0.9697,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:51.8929,0.8250,0.8500,0.8000,0.9467,0.6533,0.9000,0.6000,0.8074,0.3926,0.8750,0.8333,0.9581,0.7086,0.9167,0.6364,0.8742,0.3985,0.9714,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:52.8999,0.8250,0.8500,0.8000,0.9467,0.6533,0.9000,0.6000,0.8074,0.3926,0.8750,0.8333,0.9581,0.7086,0.9167,0.6364,0.8742,0.3985,0.9714,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:53.8931,0.8250,0.8500,0.8000,0.9467,0.6533,0.9000,0.6471,0.8371,0.4570,0.8750,0.8333,0.9581,0.7086,0.9167,0.6364,0.8742,0.3985,0.9714,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:54.8954,0.8250,0.8514,0.8000,0.9467,0.6533,0.9000,0.6471,0.8371,0.4570,0.8750,0.8333,0.9581,0.7086,0.9167,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:55.8976,0.8250,0.8514,0.8000,0.9467,0.6533,0.9000,0.6471,0.8371,0.4570,0.8750,0.8333,0.9581,0.7086,0.9167,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:56.8980,0.8250,0.8514,0.8000,0.9467,0.6533,0.9000,0.6471,0.8371,0.4570,0.8750,0.8333,0.9581,0.7086,0.9167,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:57.8979,0.8308,0.8514,0.8000,0.9467,0.6533,0.9000,0.6471,0.8371,0.4570,0.8750,0.8462,0.9622,0.7301,0.9231,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:58.8978,0.8308,0.8514,0.8000,0.9467,0.6533,0.9000,0.6111,0.7996,0.4227,0.8750,0.8462,0.9622,0.7301,0.9231,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:34:59.8981,0.8308,0.8220,0.8000,0.9467,0.6533,0.9000,0.5789,0.7647,0.3932,0.8448,0.8462,0.9622,0.7301,0.9231,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:00.9003,0.8308,0.7946,0.8000,0.9467,0.6533,0.9000,0.5789,0.7647,0.3932,0.8167,0.8462,0.9622,0.7301,0.9231,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:01.9007,0.8308,0.8013,0.8000,0.9467,0.6533,0.9000,0.6190,0.7928,0.4453,0.8235,0.8462,0.9622,0.7301,0.9231,0.6364,0.8742,0.3985,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:02.9009,0.8379,0.8013,0.8000,0.9467,0.6533,0.9000,0.6190,0.7928,0.4453,0.8235,0.8462,0.9622,0.7301,0.9231,0.5833,0.8167,0.3499,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:03.9043,0.8379,0.8013,0.8000,0.9467,0.6533,0.9000,0.6190,0.7928,0.4453,0.8235,0.8621,0.9671,0.7571,0.9310,0.5833,0.8167,0.3499,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:04.9060,0.8379,0.8013,0.8000,0.9467,0.6533,0.9000,0.6190,0.7928,0.4453,0.8235,0.8621,0.9671,0.7571,0.9310,0.5833,0.8167,0.3499,0.9730,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:05.9086,0.8400,0.7841,0.8000,0.9467,0.6533,0.9000,0.6667,0.8245,0.5089,0.8277,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9474,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:06.9086,0.8400,0.7640,0.8000,0.9467,0.6533,0.9000,0.6667,0.8245,0.5089,0.8277,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9231,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:07.9089,0.8444,0.7725,0.8095,0.9501,0.6690,0.9048,0.6667,0.8245,0.5089,0.8277,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9333,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:08.9090,0.8444,0.7848,0.8095,0.9501,0.6690,0.9048,0.6667,0.8245,0.5089,0.8408,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9333,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:09.9091,0.8444,0.7848,0.8095,0.9501,0.6690,0.9048,0.6667,0.8245,0.5089,0.8408,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9333,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:10.9110,0.8444,0.7892,0.8095,0.9501,0.6690,0.9048,0.6923,0.8408,0.5439,0.8455,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9333,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:11.9106,0.8444,0.7916,0.8095,0.9501,0.6690,0.9048,0.6923,0.8408,0.5439,0.8455,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9362,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:12.9116,0.8444,0.7916,0.8095,0.9501,0.6690,0.9048,0.6923,0.8408,0.5439,0.8455,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9362,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:13.9150,0.8485,0.7916,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8455,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9362,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:14.9166,0.8485,0.7938,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8455,0.8667,0.9685,0.7649,0.9333,0.5833,0.8167,0.3499,0.9388,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:15.9184,0.8504,0.7947,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8466,0.8710,0.9697,0.7722,0.9355,0.5833,0.8167,0.3499,0.9388,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:16.9230,0.8504,0.7947,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8466,0.8710,0.9697,0.7722,0.9355,0.5833,0.8167,0.3499,0.9388,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:17.9227,0.8504,0.7947,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8466,0.8710,0.9697,0.7722,0.9355,0.5833,0.8167,0.3499,0.9388,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:18.9265,0.8504,0.7958,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8466,0.8710,0.9697,0.7722,0.9355,0.5833,0.8167,0.3499,0.9388,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:19.9266,0.8523,0.7958,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8466,0.8710,0.9697,0.7722,0.9375,0.5833,0.8167,0.3499,0.9400,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:20.9310,0.8523,0.7967,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8475,0.8750,0.9709,0.7791,0.9375,0.5833,0.8167,0.3499,0.9400,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:21.9257,0.8523,0.7967,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8475,0.8750,0.9709,0.7791,0.9375,0.5385,0.7652,0.3117,0.9400,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:22.9260,0.8523,0.7967,0.8182,0.9530,0.6833,0.9091,0.6923,0.8408,0.5439,0.8475,0.8750,0.9709,0.7791,0.9375,0.5714,0.7883,0.3545,0.9400,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:23.9295,0.8523,0.7967,0.8182,0.9530,0.6833,0.9091,0.6667,0.8155,0.5179,0.8475,0.8750,0.9709,0.7791,0.9375,0.5714,0.7883,0.3545,0.9400,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:24.9327,0.8523,0.7986,0.8182,0.9530,0.6833,0.9091,0.6429,0.7914,0.4944,0.8475,0.8750,0.9709,0.7791,0.9375,0.5714,0.7883,0.3545,0.9423,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:25.9326,0.8523,0.7986,0.8182,0.9530,0.6833,0.9091,0.6429,0.7914,0.4944,0.8475,0.8750,0.9709,0.7791,0.9375,0.5714,0.7883,0.3545,0.9423,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:26.9351,0.8523,0.7986,0.8182,0.9530,0.6833,0.9091,0.6429,0.7914,0.4944,0.8475,0.8750,0.9709,0.7791,0.9375,0.5714,0.7883,0.3545,0.9423,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
16:35:27.9376,0.8594,0.7986,0.8333,0.9581,0.7086,0.9167,0.6429,0.7914,0.4944,0.8475,0.8750,0.9709,0.7791,0.9375,0.5714,0.7883,0.3545,0.9423,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
